Player,Pos,Age,Tm,G,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G,Season
Furkan Aldemir\aldemfu01,PF,23,PHI,41,0,0.548,0.513,0.481,4.3,0.7,0.4,0.4,0.4,2.3,14~15
Jeff Adrien\adrieje01,PF,28,MIN,17,,0.432,0.432,0.579,4.5,0.9,0.2,0.5,0.5,3.5,14~15
Quincy Acy\acyqu01,PF,24,NYK,68,0.3,0.494,0.486,0.784,4.4,1,0.4,0.3,0.9,5.9,14~15
Thaddeus Young\youngth01,PF,27,BRK,73,0.233,0.523,0.518,0.644,9,1.8,1.5,0.5,1.9,15.1,15~16
Brandan Wright\wrighbr03,PF,28,MEM,12,,0.673,0.673,0.542,3.6,0.5,0.4,1.3,0.8,6.9,15~16
Christian Wood\woodch01,PF,20,PHI,17,0.364,0.429,0.453,0.619,2.2,0.2,0.3,0.4,0.1,3.6,15~16
Marvin Williams\willima02,PF,29,CHO,81,0.402,0.504,0.554,0.833,6.4,1.4,0.7,1,0.8,11.7,15~16
Alan Williams\willial03,PF,23,PHO,10,,0.417,0.417,0.643,3.8,0.5,0.4,0.5,0.6,2.9,15~16
Shayne Whittington\whittsh01,PF,24,IND,7,0,0.556,0.455,0.5,1.7,0.4,0.1,0.1,0.7,1.6,15~16
David West\westda01,PF,35,SAS,78,0.429,0.546,0.548,0.788,4,1.8,0.6,0.7,0.9,7.1,15~16
Noah Vonleh\vonleno01,PF,20,POR,78,0.239,0.457,0.441,0.745,3.9,0.4,0.3,0.3,0.6,3.6,15~16
Charlie Villanueva\villach01,PF,31,DAL,62,0.273,0.503,0.454,0.917,2.5,0.4,0.3,0.2,0.5,5.1,15~16
Anthony Tolliver\tollian01,PF,30,DET,72,0.36,0.5,0.533,0.617,3.2,0.7,0.4,0.2,0.4,5.3,15~16
Tristan Thompson\thomptr01,PF,24,CLE,82,,0.588,0.588,0.616,9,0.8,0.5,0.6,0.7,7.8,15~16
Lance Thomas\thomala01,PF,27,NYK,59,0.404,0.458,0.5,0.857,2.2,0.9,0.4,0.1,1,8.2,15~16
Mirza Teletovic\teletmi01,PF,30,PHO,79,0.393,0.476,0.544,0.774,3.8,1.1,0.4,0.3,1.1,12.2,15~16
Jared Sullinger\sullija01,PF,23,BOS,81,0.282,0.458,0.453,0.64,8.3,2.3,0.9,0.6,1.3,10.3,15~16
Alex Stepheson\stephal01,PF,28,TOT,8,,0.333,0.333,0.333,3.5,0.3,0.1,0.6,0,2.8,15~16
Josh Smith\smithjo03,PF,30,TOT,55,0.287,0.417,0.423,0.552,3.5,1.6,0.6,0.9,1.4,6,15~16
Greg Smith\smithgr02,PF,25,MIN,18,,0.563,0.563,0.412,2.3,0.3,0.2,0.1,0.4,2.4,15~16
Mike Scott\scottmi01,PF,27,ATL,75,0.392,0.523,0.551,0.794,2.7,1,0.3,0.2,0.6,6.2,15~16
Luis Scola\scolalu01,PF,35,TOR,76,0.404,0.467,0.504,0.726,4.7,0.9,0.6,0.4,0.9,8.7,15~16
Thomas Robinson\robinth01,PF,24,BRK,71,0,0.448,0.447,0.431,5.1,0.6,0.5,0.5,1,4.3,15~16
Zach Randolph\randoza01,PF,34,MEM,68,0.231,0.482,0.479,0.796,7.8,2.1,0.6,0.2,1.5,15.3,15~16
Julius Randle\randlju01,PF,21,LAL,81,0.278,0.436,0.435,0.715,10.2,1.8,0.7,0.4,1.8,11.3,15~16
Dwight Powell\poweldw01,PF,24,DAL,69,0.125,0.514,0.497,0.739,4,0.6,0.5,0.3,0.6,5.8,15~16
Kristaps Porzingis\porzikr01,PF,20,NYK,72,0.333,0.454,0.467,0.838,7.3,1.3,0.7,1.9,1.7,14.3,15~16
Bobby Portis\portibo01,PF,20,CHI,62,0.308,0.443,0.445,0.727,5.4,0.8,0.4,0.4,0.9,7,15~16
Adreian Payne\paynead01,PF,24,MIN,52,0.281,0.389,0.397,0.654,2.1,0.6,0.3,0.2,0.7,2.5,15~16
Patrick Patterson\pattepa01,PF,26,TOR,79,0.362,0.49,0.521,0.853,4.3,1.2,0.7,0.4,0.8,6.9,15~16
Jabari Parker\parkeja01,PF,20,MIL,76,0.257,0.502,0.498,0.768,5.2,1.7,0.9,0.4,1.5,14.1,15~16
Kyle O'Quinn\oquinky01,PF,25,NYK,65,0.227,0.498,0.485,0.767,3.8,1.1,0.3,0.8,0.9,4.8,15~16
Johnny O'Bryant\obryajo01,PF,22,MIL,66,1,0.409,0.414,0.675,2.7,0.5,0.3,0.1,0.5,3,15~16
Dirk Nowitzki\nowitdi01,PF,37,DAL,75,0.368,0.483,0.504,0.893,6.5,1.8,0.7,0.7,1.1,18.3,15~16
Steve Novak\novakst01,PF,32,TOT,10,0.467,0.333,0.639,1,0.5,0,0,0,0.1,2.4,15~16
Andrew Nicholson\nichoan01,PF,26,ORL,56,0.36,0.536,0.537,0.785,3.6,0.4,0.2,0.4,0.7,6.9,15~16
Larry Nance\nancela02,PF,23,LAL,63,0.1,0.541,0.528,0.681,5,0.7,0.9,0.4,0.7,5.5,15~16
Donatas Motiejunas\motiedo01,PF,25,HOU,37,0.281,0.5,0.478,0.642,2.9,1.1,0.5,0.1,1.2,6.2,15~16
Markieff Morris\morrima02,PF,26,TOT,64,0.303,0.458,0.458,0.735,5.5,1.9,0.9,0.5,2.1,12,15~16
Eric Moreland\moreler01,PF,24,SAC,8,,0.5,0.5,0.5,1.4,0.1,0,0.5,0.4,1,15~16
Nikola Mirotic\mirotni01,PF,24,CHI,66,0.39,0.43,0.518,0.807,5.5,1.5,0.9,0.7,1.5,11.8,15~16
Paul Millsap\millspa01,PF,30,ATL,81,0.319,0.512,0.505,0.757,9,3.3,1.8,1.7,2.4,17.1,15~16
Jordan Mickey\mickejo01,PF,21,BOS,16,,0.364,0.364,0.5,0.8,0.1,0,0.7,0.1,1.3,15~16
Josh McRoberts\mcrobjo01,PF,28,MIA,42,0.245,0.434,0.412,0.7,2.5,1.9,0.4,0.2,0.7,3.6,15~16
Mitch McGary\mcgarmi01,PF,23,OKC,20,0,0.579,0.478,0.4,0.9,0.2,0.1,0.1,0.4,1.3,15~16
Chris McCullough\mcculch01,PF,20,BRK,24,0.382,0.413,0.463,0.478,2.8,0.4,1.2,0.5,0.6,4.7,15~16
James Michael McAdoo\mcadoja01,PF,23,GSW,41,0.5,0.537,0.542,0.531,1.4,0.4,0.2,0.2,0.4,2.9,15~16
Luc Mbah a Moute\mbahalu01,PF,29,LAC,75,0.325,0.485,0.486,0.526,2.3,0.4,0.6,0.3,0.5,3.1,15~16
Jarell Martin\martija01,PF,21,MEM,27,0,0.474,0.466,0.726,3.2,0.6,0.3,0.3,0.7,5.7,15~16
Trey Lyles\lylestr01,PF,20,UTA,80,0.383,0.461,0.494,0.695,3.7,0.7,0.3,0.2,0.8,6.1,15~16
Kevin Love\loveke01,PF,27,CLE,77,0.36,0.467,0.499,0.822,9.9,2.4,0.8,0.5,1.8,16,15~16
Kevon Looney\looneke01,PF,19,GSW,5,0.5,0.6,0.643,,2,0,0,0,0.2,1.8,15~16
Jon Leuer\leuerjo01,PF,26,PHO,67,0.382,0.511,0.526,0.762,5.6,1.1,0.6,0.4,1.1,8.5,15~16
Meyers Leonard\leoname01,PF,23,POR,61,0.377,0.527,0.547,0.761,5.1,1.5,0.1,0.3,1.3,8.4,15~16
David Lee\leeda02,PF,32,TOT,55,0,0.533,0.531,0.763,5.5,1.5,0.4,0.5,1.2,7.8,15~16
Carl Landry\landrca01,PF,32,PHI,36,0.462,0.561,0.568,0.736,4.1,0.9,0.3,0.3,0.6,9.8,15~16
Ryan Kelly\kellyry01,PF,24,LAL,36,0.135,0.446,0.386,0.685,3.4,0.6,0.4,0.3,0.5,4.2,15~16
Terrence Jones\joneste01,PF,24,HOU,50,0.316,0.49,0.486,0.664,4.2,0.8,0.5,0.8,1,8.7,15~16
James Johnson\johnsja01,PF,28,TOR,57,0.303,0.54,0.517,0.574,2.2,1.2,0.5,0.6,0.9,5,15~16
Amir Johnson\johnsam01,PF,28,BOS,79,0.233,0.624,0.596,0.57,6.4,1.7,0.7,1.1,1.2,7.3,15~16
Jonas Jerebko\jerebjo01,PF,28,BOS,78,0.398,0.421,0.488,0.782,3.7,0.8,0.3,0.3,0.7,4.4,15~16
Cory Jefferson\jeffeco01,PF,25,PHO,8,0,0.429,0.409,0.667,2,0,0,0.1,0,2.8,15~16
Ersan Ilyasova\ilyaser01,PF,28,TOT,74,0.371,0.458,0.496,0.721,5.4,0.9,0.7,0.4,1,10.4,15~16
Serge Ibaka\ibakase01,PF,26,OKC,78,0.326,0.52,0.513,0.752,6.8,0.8,0.5,1.9,1.4,12.6,15~16
Kris Humphries\humphkr01,PF,30,TOT,53,0.315,0.465,0.468,0.798,4.1,0.7,0.3,0.4,0.7,6.5,15~16
Josh Huestis\huestjo01,PF,24,OKC,5,0.667,0.167,0.583,0,2,0,0.2,0.4,0.6,2.8,15~16
Richaun Holmes\holmeri01,PF,22,PHI,51,0.182,0.596,0.532,0.689,2.6,0.6,0.4,0.8,0.6,5.6,15~16
Nene Hilario\hilarne01,PF,33,WAS,57,0,0.549,0.544,0.578,4.5,1.7,0.9,0.5,1.3,9.2,15~16
Spencer Hawes\hawessp01,PF,27,CHO,57,0.373,0.422,0.467,0.831,4.3,1.9,0.4,0.5,1,6,15~16
Udonis Haslem\hasleud01,PF,35,MIA,37,0.111,0.423,0.385,0.75,2,0.4,0.1,0.1,0.1,1.6,15~16
Tobias Harris\harrito02,PF,23,TOT,76,0.335,0.518,0.514,0.831,6.7,2.2,0.9,0.5,1.4,14.7,15~16
Montrezl Harrell\harremo01,PF,22,HOU,39,0,0.652,0.644,0.522,1.7,0.4,0.3,0.3,0.4,3.6,15~16
Justin Harper\harpeju01,PF,26,DET,5,0.444,0,0.6,0.5,0.2,0,0.2,0,0.4,2.6,15~16
Tyler Hansbrough\hansbty01,PF,30,CHO,44,0.667,0.441,0.465,0.585,2,0.2,0.3,0.2,0.3,2.4,15~16
Blake Griffin\griffbl01,PF,26,LAC,35,0.333,0.504,0.504,0.727,8.4,4.9,0.8,0.5,2.4,21.4,15~16
JaMychal Green\greenja01,PF,25,MEM,78,0.333,0.478,0.48,0.752,4.8,0.9,0.6,0.4,1.1,7.4,15~16
Draymond Green\greendr01,PF,25,GSW,81,0.388,0.537,0.551,0.696,9.5,7.4,1.5,1.4,3.2,14,15~16
Jerami Grant\grantje01,PF,21,PHI,77,0.24,0.477,0.448,0.658,4.7,1.8,0.7,1.6,1.4,9.7,15~16
Aaron Gordon\gordoaa01,PF,20,ORL,78,0.296,0.531,0.509,0.668,6.5,1.6,0.8,0.7,0.8,9.2,15~16
Drew Gooden\goodedr01,PF,34,WAS,30,0.171,0.419,0.354,0.643,2.8,0.4,0.3,0.4,0.4,2.7,15~16
Taj Gibson\gibsota01,PF,30,CHI,73,0,0.529,0.526,0.692,6.9,1.5,0.6,1.1,1.1,8.6,15~16
Kevin Garnett\garneke01,PF,39,MIN,38,0,0.474,0.47,0.667,3.9,1.6,0.7,0.3,0.4,3.2,15~16
Derrick Favors\favorde01,PF,24,UTA,62,0,0.518,0.515,0.709,8.1,1.5,1.2,1.5,1.7,16.4,15~16
Kenneth Faried\farieke01,PF,26,DEN,67,0.5,0.558,0.558,0.613,8.7,1.2,0.5,0.9,1.4,12.5,15~16
Jared Dudley\dudleja01,PF,30,WAS,81,0.42,0.534,0.581,0.735,3.5,2.1,0.9,0.2,1,7.9,15~16
Boris Diaw\diawbo01,PF,33,SAS,76,0.362,0.564,0.56,0.737,3.1,2.3,0.3,0.3,1.3,6.4,15~16
Luol Deng\denglu01,PF,30,MIA,74,0.344,0.513,0.514,0.755,6,1.9,1,0.4,1.1,12.3,15~16
Sam Dekker\dekkesa01,PF,21,HOU,3,,,,,0.3,0,0.3,0,0,0,15~16
Branden Dawson\dawsobr01,PF,22,LAC,6,,0.4,0.4,1,0.7,0,0,0.2,0,0.8,15~16
Ed Davis\davised01,PF,26,POR,81,,0.611,0.611,0.559,7.4,1.1,0.7,0.9,0.8,6.5,15~16
Chris Copeland\copelch01,PF,31,MIL,24,0.278,0.467,0.431,0.857,0.4,0.5,0.1,0,0.3,2.1,15~16
Nick Collison\collini01,PF,35,OKC,59,0,0.467,0.459,0.697,2.9,0.9,0.3,0.3,0.8,2.1,15~16
Rakeem Christmas\chrisra01,PF,24,IND,1,,1,1,,1,0,0,0,0,4,15~16
Omri Casspi\casspom01,PF,27,SAC,69,0.409,0.537,0.571,0.648,5.9,1.4,0.8,0.2,1.4,11.8,15~16
Chris Bosh\boshch01,PF,31,MIA,53,0.365,0.508,0.52,0.795,7.4,2.4,0.7,0.6,1.5,19.1,15~16
Trevor Booker\booketr01,PF,28,UTA,79,0.293,0.513,0.505,0.67,5.7,1.1,0.7,0.5,1,5.9,15~16
Nemanja Bjelica\bjeline01,PF,27,MIN,60,0.384,0.564,0.57,0.727,3.5,1.4,0.4,0.4,0.8,5.1,15~16
Anthony Bennett\bennean01,PF,22,TOR,19,0.214,0.385,0.352,0.9,1.2,0,0.3,0,0.2,1.5,15~16
Michael Beasley\beaslmi01,PF,27,HOU,20,0.333,0.531,0.529,0.776,4.9,0.8,0.6,0.5,1.2,12.8,15~16
Brandon Bass\bassbr01,PF,30,LAL,66,0,0.552,0.549,0.845,4.3,1.1,0.5,0.8,0.6,7.2,15~16
Darrell Arthur\arthuda01,PF,27,DEN,70,0.385,0.473,0.498,0.755,4.2,1.4,0.8,0.7,0.9,7.5,15~16
Ryan Anderson\anderry01,PF,27,NOP,66,0.366,0.466,0.498,0.873,6,1.1,0.6,0.4,1.4,17,15~16
Lou Amundson\amundlo01,PF,33,NYK,29,,0.358,0.358,0.519,1.7,0.4,0.2,0.2,0.5,1.8,15~16
Lavoy Allen\allenla01,PF,26,IND,79,,0.516,0.516,0.63,5.4,1,0.3,0.5,0.9,5.4,15~16
Cliff Alexander\alexacl01,PF,20,POR,8,,0.5,0.5,,0.8,0,0.1,0.3,0.1,1.3,15~16
LaMarcus Aldridge\aldrila01,PF,30,SAS,74,0,0.521,0.513,0.858,8.5,1.5,0.5,1.1,1.3,18,15~16
Quincy Acy\acyqu01,PF,25,SAC,59,0.388,0.606,0.6,0.735,3.2,0.5,0.5,0.4,0.5,5.2,15~16
Thaddeus Young\youngth01,PF,28,IND,74,0.381,0.557,0.56,0.523,6.1,1.6,1.5,0.4,1.3,11,16~17
Brandan Wright\wrighbr03,PF,29,MEM,28,0,0.619,0.615,0.657,2.8,0.5,0.4,0.7,0.4,6.8,16~17
Christian Wood\woodch01,PF,21,CHO,13,0,0.667,0.522,0.733,2.2,0.2,0.2,0.5,0.5,2.7,16~17
Kyle Wiltjer\wiltjky01,PF,24,HOU,14,0.308,0,0.429,0.5,0.7,0.1,0.2,0.1,0.4,0.9,16~17
Marvin Williams\willima02,PF,30,CHO,76,0.35,0.494,0.51,0.873,6.6,1.4,0.8,0.7,0.8,11.2,16~17
Derrick Williams\willide02,PF,25,TOT,50,0.309,0.531,0.504,0.652,2.6,0.6,0.3,0.1,0.6,6.1,16~17
Okaro White\whiteok01,PF,24,MIA,35,0.353,0.396,0.448,0.909,2.3,0.6,0.3,0.3,0.5,2.8,16~17
Noah Vonleh\vonleno01,PF,21,POR,74,0.35,0.492,0.494,0.638,5.2,0.4,0.4,0.4,0.9,4.4,16~17
Jarrod Uthoff\uthofja01,PF,23,DAL,9,0.333,0.448,0.461,0.714,2.4,1,0.2,0.4,0.3,4.4,16~17
Anthony Tolliver\tollian01,PF,31,SAC,65,0.391,0.537,0.57,0.744,3.6,1.2,0.5,0.3,0.9,7.1,16~17
Lance Thomas\thomala01,PF,28,NYK,46,0.447,0.371,0.475,0.843,3.1,0.8,0.5,0.1,0.5,6,16~17
Mirza Teletovic\teletmi01,PF,31,MIL,70,0.341,0.46,0.498,0.778,2.3,0.7,0.2,0.2,0.5,6.4,16~17
Jared Sullinger\sullija01,PF,24,TOR,11,0.167,0.414,0.351,0.5,2.5,0.3,0.4,0.1,0.4,3.4,16~17
Pascal Siakam\siakapa01,PF,22,TOR,55,0.143,0.515,0.505,0.688,3.4,0.3,0.5,0.8,0.6,4.2,16~17
Kevin Seraphin\serapke01,PF,27,IND,49,0,0.556,0.551,0.636,2.9,0.5,0.1,0.4,0.6,4.7,16~17
Mike Scott\scottmi01,PF,28,ATL,18,0.148,0.406,0.322,0.875,2.1,0.9,0.2,0.2,0.4,2.5,16~17
Luis Scola\scolalu01,PF,36,BRK,36,0.34,0.535,0.526,0.676,3.9,1,0.4,0.1,0.9,5.1,16~17
Dario Saric\saricda01,PF,22,PHI,81,0.311,0.469,0.468,0.782,6.3,2.2,0.7,0.4,2.3,12.8,16~17
Domantas Sabonis\sabondo01,PF,20,OKC,81,0.321,0.438,0.452,0.657,3.6,1,0.5,0.4,1,5.9,16~17
Thomas Robinson\robinth01,PF,25,LAL,48,0,0.538,0.536,0.47,4.6,0.6,0.5,0.2,1,5,16~17
Zach Randolph\randoza01,PF,35,MEM,73,0.223,0.474,0.46,0.731,8.2,1.7,0.5,0.1,1.4,14.1,16~17
Julius Randle\randlju01,PF,22,LAL,74,0.27,0.507,0.499,0.723,8.6,3.6,0.7,0.5,2.3,13.2,16~17
Alex Poythress\poythal01,PF,23,PHI,6,0.316,0.543,0.519,0.8,4.8,0.8,0.5,0.3,0.5,10.7,16~17
Kristaps Porzingis\porzikr01,PF,21,NYK,66,0.357,0.493,0.507,0.786,7.2,1.5,0.7,2,1.8,18.1,16~17
Bobby Portis\portibo01,PF,21,CHI,64,0.333,0.541,0.531,0.661,4.6,0.5,0.3,0.2,0.6,6.8,16~17
Adreian Payne\paynead01,PF,25,MIN,18,0.2,0.513,0.454,0.737,1.8,0.4,0.4,0.4,0.4,3.5,16~17
Patrick Patterson\pattepa01,PF,27,TOR,65,0.372,0.458,0.523,0.717,4.5,1.2,0.6,0.4,0.6,6.8,16~17
Jabari Parker\parkeja01,PF,21,MIL,51,0.365,0.525,0.53,0.743,6.2,2.8,1,0.4,1.8,20.1,16~17
Johnny O'Bryant\obryajo01,PF,23,TOT,11,0.5,0.5,0.55,0.833,1.7,0.5,0,0.1,0.5,3.5,16~17
Dirk Nowitzki\nowitdi01,PF,38,DAL,54,0.378,0.463,0.495,0.875,6.5,1.5,0.6,0.7,0.9,14.2,16~17
Steve Novak\novakst01,PF,33,MIL,8,0.167,1,0.357,,0.4,0,0,0,0,0.6,16~17
Andrew Nicholson\nichoan01,PF,27,TOT,38,0.185,0.452,0.41,0.643,1.6,0.3,0.4,0.2,0.4,2.6,16~17
Georges Niang\niangge01,PF,23,IND,23,0.083,0.333,0.264,1,0.7,0.2,0.1,0,0.2,0.9,16~17
Maurice Ndour\ndourma01,PF,24,NYK,32,0.143,0.481,0.459,0.731,2,0.3,0.5,0.3,0.4,3.1,16~17
Larry Nance\nancela02,PF,24,LAL,63,0.278,0.554,0.54,0.738,5.9,1.5,1.3,0.6,0.9,7.1,16~17
Donatas Motiejunas\motiedo01,PF,26,NOP,34,0.234,0.505,0.453,0.51,3,0.9,0.5,0.3,0.9,4.4,16~17
Markieff Morris\morrima02,PF,27,WAS,76,0.362,0.483,0.497,0.837,6.5,1.7,1.1,0.6,1.7,14,16~17
Nikola Mirotic\mirotni01,PF,25,CHI,70,0.342,0.52,0.516,0.773,5.5,1.1,0.8,0.8,1.1,10.6,16~17
Paul Millsap\millspa01,PF,31,ATL,69,0.311,0.486,0.481,0.768,7.7,3.7,1.3,0.9,2.3,18.1,16~17
Jordan Mickey\mickejo01,PF,22,BOS,25,0,0.455,0.441,0.571,1.4,0.3,0.1,0.2,0.4,1.5,16~17
Josh McRoberts\mcrobjo01,PF,29,MIA,22,0.419,0.356,0.428,0.667,3.4,2.3,0.5,0.2,1,4.9,16~17
Chris McCullough\mcculch01,PF,21,TOT,16,0.143,0.6,0.516,0.6,1.2,0.1,0.1,0.1,0.2,2.3,16~17
James Michael McAdoo\mcadoja01,PF,24,GSW,52,0.25,0.55,0.538,0.5,1.8,0.3,0.3,0.6,0.4,2.8,16~17
Jarell Martin\martija01,PF,22,MEM,42,0.36,0.389,0.414,0.8,3.9,0.2,0.4,0.2,0.7,3.9,16~17
Trey Lyles\lylestr01,PF,21,UTA,71,0.319,0.4,0.436,0.722,3.3,1,0.4,0.3,0.9,6.2,16~17
Kevin Love\loveke01,PF,28,CLE,60,0.373,0.471,0.51,0.871,11.1,1.9,0.9,0.4,2,19,16~17
Jon Leuer\leuerjo01,PF,27,DET,75,0.293,0.545,0.518,0.867,5.4,1.5,0.4,0.3,0.9,10.2,16~17
Meyers Leonard\leoname01,PF,24,POR,74,0.347,0.436,0.484,0.875,3.2,1,0.2,0.4,0.5,5.4,16~17
David Lee\leeda02,PF,33,SAS,79,,0.59,0.59,0.708,5.6,1.6,0.4,0.5,1,7.3,16~17
Skal Labissiere\labissk01,PF,20,SAC,33,0.375,0.543,0.544,0.703,4.9,0.8,0.5,0.4,1.1,8.8,16~17
Ryan Kelly\kellyry01,PF,25,ATL,16,0.4,0.222,0.357,0.833,1.1,0.5,0.3,0.3,0.3,1.6,16~17
Terrence Jones\joneste01,PF,25,TOT,54,0.253,0.508,0.489,0.606,5.7,1.1,0.7,1,0.9,10.8,16~17
James Johnson\johnsja01,PF,29,MIA,76,0.34,0.548,0.535,0.707,4.9,3.6,1,1.1,2.3,12.8,16~17
Brice Johnson\johnsbr02,PF,22,LAC,3,,0.286,0.286,,1,0.3,0.7,0.3,0.3,1.3,16~17
Amir Johnson\johnsam01,PF,29,BOS,80,0.409,0.612,0.612,0.67,4.6,1.8,0.6,0.8,1,6.5,16~17
Jonas Jerebko\jerebjo01,PF,29,BOS,78,0.346,0.523,0.521,0.703,3.5,0.9,0.3,0.2,0.5,3.8,16~17
Ersan Ilyasova\ilyaser01,PF,29,TOT,82,0.353,0.496,0.511,0.778,5.9,1.7,0.7,0.3,1.4,13.1,16~17
Serge Ibaka\ibakase01,PF,27,TOT,79,0.391,0.522,0.543,0.856,6.8,0.9,0.5,1.6,1.3,14.8,16~17
Kris Humphries\humphkr01,PF,31,ATL,56,0.352,0.425,0.451,0.78,3.7,0.5,0.3,0.4,0.5,4.6,16~17
Josh Huestis\huestjo01,PF,25,OKC,2,0.5,0.571,0.636,0,4.5,1.5,0,1.5,0,7,16~17
Juan Hernangomez\hernaju01,PF,21,DEN,62,0.407,0.495,0.554,0.75,3,0.5,0.5,0.2,0.5,4.9,16~17
Spencer Hawes\hawessp01,PF,28,TOT,54,0.309,0.556,0.529,0.846,3.5,1.5,0.3,0.6,0.9,6.2,16~17
Tobias Harris\harrito02,PF,24,DET,82,0.347,0.537,0.532,0.841,5.1,1.7,0.7,0.5,1.2,16.1,16~17
Justin Harper\harpeju01,PF,27,PHI,3,0.286,0.6,0.5,,1.7,0.7,0,0,1.3,4,16~17
Blake Griffin\griffbl01,PF,27,LAC,61,0.336,0.514,0.513,0.76,8.1,4.9,0.9,0.4,2.3,21.6,16~17
Jeff Green\greenje02,PF,30,ORL,69,0.275,0.458,0.442,0.863,3.1,1.2,0.5,0.2,1.1,9.2,16~17
JaMychal Green\greenja01,PF,26,MEM,77,0.379,0.549,0.555,0.802,7.1,1.1,0.6,0.4,1.2,8.9,16~17
Draymond Green\greendr01,PF,26,GSW,76,0.308,0.494,0.481,0.709,7.9,7,2,1.4,2.4,10.2,16~17
Jerami Grant\grantje01,PF,22,TOT,80,0.371,0.514,0.529,0.612,2.6,0.6,0.4,1,0.6,5.5,16~17
Taj Gibson\gibsota01,PF,31,TOT,78,0.231,0.52,0.517,0.715,6.2,0.9,0.5,0.8,1.3,10.8,16~17
Dorian Finney~Smith\finnedo01,PF,23,DAL,81,0.293,0.479,0.456,0.754,2.7,0.8,0.6,0.3,0.6,4.3,16~17
Derrick Favors\favorde01,PF,25,UTA,50,0.3,0.491,0.49,0.615,6.1,1.1,0.9,0.8,1.2,9.5,16~17
Kenneth Faried\farieke01,PF,27,DEN,61,0,0.556,0.548,0.693,7.6,0.9,0.7,0.7,1,9.6,16~17
Henry Ellenson\ellenhe01,PF,20,DET,19,0.286,0.448,0.438,0.5,2.2,0.4,0.1,0.1,0.7,3.2,16~17
Kevin Durant\duranke01,PF,28,GSW,62,0.375,0.608,0.594,0.875,8.3,4.8,1.1,1.6,2.2,25.1,16~17
Jared Dudley\dudleja01,PF,31,PHO,64,0.379,0.559,0.565,0.662,3.5,1.9,0.7,0.3,1.1,6.8,16~17
Gorgui Dieng\dienggo01,PF,27,MIN,82,0.372,0.511,0.514,0.814,7.9,1.9,1.1,1.2,1.3,10,16~17
Boris Diaw\diawbo01,PF,34,UTA,73,0.247,0.512,0.477,0.743,2.2,2.3,0.2,0.1,1.2,4.6,16~17
Cheick Diallo\diallch01,PF,20,NOP,17,,0.474,0.474,0.714,4.3,0.2,0.2,0.4,0.4,5.1,16~17
Sam Dekker\dekkesa01,PF,22,HOU,77,0.321,0.591,0.543,0.559,3.7,1,0.5,0.3,0.5,6.5,16~17
Ed Davis\davised01,PF,27,POR,46,,0.528,0.528,0.617,5.3,0.6,0.3,0.5,0.8,4.3,16~17
Dante Cunningham\cunnida01,PF,29,NOP,66,0.392,0.579,0.584,0.593,4.2,0.6,0.6,0.4,0.4,6.6,16~17
Nick Collison\collini01,PF,36,OKC,20,0,0.636,0.609,0.625,1.6,0.6,0.1,0.1,0.2,1.7,16~17
Rakeem Christmas\chrisra01,PF,25,IND,29,,0.442,0.442,0.724,1.9,0.1,0.1,0.2,0.3,2,16~17
Marquese Chriss\chrisma01,PF,19,PHO,82,0.321,0.52,0.506,0.624,4.2,0.7,0.8,0.9,1.3,9.2,16~17
Omri Casspi\casspom01,PF,28,TOT,36,0.349,0.512,0.515,0.586,3.1,1,0.6,0.1,0.8,5.2,16~17
Trevor Booker\booketr01,PF,29,BRK,71,0.321,0.546,0.537,0.673,8,1.9,1.1,0.4,1.8,10,16~17
Joel Bolomboy\bolomjo01,PF,23,UTA,12,0.25,0.667,0.594,0.5,1.4,0.2,0.1,0.2,0.2,1.8,16~17
Nemanja Bjelica\bjeline01,PF,28,MIN,65,0.316,0.531,0.503,0.738,3.8,1.2,0.6,0.3,0.9,6.2,16~17
Davis Bertans\bertada01,PF,24,SAS,67,0.399,0.557,0.588,0.824,1.5,0.7,0.3,0.4,0.5,4.5,16~17
Ben Bentil\bentibe01,PF,21,DAL,3,0,0,0,,0.7,0,0,0,0.3,0,16~17
Anthony Bennett\bennean01,PF,23,BRK,23,0.271,0.568,0.484,0.722,3.4,0.5,0.2,0.1,0.5,5,16~17
Dragan Bender\bendedr01,PF,19,PHO,43,0.277,0.483,0.441,0.364,2.4,0.5,0.2,0.5,0.7,3.4,16~17
Michael Beasley\beaslmi01,PF,28,MIL,56,0.419,0.545,0.554,0.743,3.4,0.9,0.5,0.5,1.2,9.4,16~17
Brandon Bass\bassbr01,PF,31,LAC,52,0.333,0.579,0.578,0.875,2.5,0.4,0.3,0.2,0.6,5.6,16~17
Harrison Barnes\barneha02,PF,24,DAL,79,0.351,0.492,0.498,0.861,5,1.5,0.8,0.2,1.3,19.2,16~17
Darrell Arthur\arthuda01,PF,28,DEN,41,0.453,0.429,0.565,0.864,2.7,1,0.5,0.5,0.9,6.4,16~17
Ryan Anderson\anderry01,PF,28,HOU,72,0.403,0.446,0.55,0.86,4.6,0.9,0.4,0.2,0.8,13.6,16~17
Al~Farouq Aminu\aminual01,PF,26,POR,61,0.33,0.445,0.468,0.706,7.4,1.6,1,0.7,1.5,8.7,16~17
Lavoy Allen\allenla01,PF,27,IND,61,0,0.461,0.458,0.697,3.6,0.9,0.3,0.4,0.5,2.9,16~17
